Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
Guatemala,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,660.20","2,857.95","2,854.48","2,819.28","2,862.59","2,861.94","2,849.45","2,949.16","3,093.68","3,260.32","3,403.69","3,540.50","3,699.87","3,825.64","3,951.25","4,116.03","4,212.36","4,361.95","4,512.07","4,639.23","4,752.94","4,862.18","5,027.88","5,138.54","5,307.26","5,512.62","5,864.74","6,246.15","6,454.86","6,395.82","6,511.41","6,794.30","7,017.67","7,183.10","7,457.90","7,849.06","7,847.23","7,912.49","8,210.47","8,518.53","8,300.24","9,148.95","9,931.43","10,402.76","10,808.98","11,183.10","11,564.16","11,957.23",2020
Guinea,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,930.498,934.514,931.026,944.825,953.134,976.663,"1,005.86","1,050.05","1,079.65","1,117.61","1,152.09","1,200.66","1,261.03","1,279.50","1,319.50","1,372.88","1,417.62","1,512.46","1,563.64","1,508.72","1,549.89","1,628.17","1,615.26","1,679.88","1,670.74","1,684.81","1,928.29","2,249.56","2,390.00","2,506.73","2,596.83","2,737.75","2,993.08","3,178.68","3,341.54","3,491.03","3,645.15","3,813.09",2014
Guinea-Bissau,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",561.764,599.267,649.383,638.461,683.534,720.34,712.533,756.298,782.679,820.601,872.631,946.553,975.94,999.198,"1,027.67","1,067.54","1,103.40","1,164.13",893.504,"1,036.01","1,048.56","1,099.93","1,133.66","1,128.59","1,147.82","1,234.76","1,278.99","1,318.30","1,373.83","1,384.96","1,469.03","1,585.90","1,512.94","1,530.47","1,575.76","1,873.62","1,976.07","2,253.42","2,342.50","2,438.07","2,450.55","2,622.31","2,850.70","3,020.81","3,170.88","3,322.03","3,483.39","3,653.64",2017
Guyana,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,468.50","2,711.75","2,625.15","2,421.45","2,574.71","2,682.38","2,751.33","2,841.55","2,790.77","2,790.99","2,831.68","3,112.51","3,429.45","3,789.16","4,180.92","4,459.69","4,882.50","5,245.11","5,192.39","5,400.77","5,434.14","5,673.27","5,828.36","5,909.18","6,165.96","6,233.01","6,741.10","7,389.45","7,659.48","7,932.57","8,356.56","8,958.29","10,443.67","10,998.33","10,942.79","11,204.62","11,268.43","11,964.64","12,723.09","13,603.11","19,693.82","25,312.74","42,646.64","55,138.87","68,045.55","88,619.58","113,003.45","118,658.32",2019
Haiti,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,685.63","1,831.48","1,856.94","1,867.15","1,904.13","1,944.13","1,953.43","1,957.72","2,014.17","2,028.17","2,052.61","2,109.69","2,068.71","1,972.86","1,743.47","1,919.36","1,997.84","2,049.09","2,079.31","2,127.68","2,157.28","2,162.14","2,183.64","2,268.20","2,262.44","2,366.83","2,442.76","2,583.93","2,659.28","2,787.90","2,619.20","2,765.21","2,719.39","2,902.47","2,911.21","2,841.17","3,017.76","3,079.71","3,159.03","3,115.98","3,005.20","3,031.74","3,165.90","3,251.52","3,324.99","3,392.13","3,462.16","3,534.73",2003
Honduras,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,388.05","1,454.25","1,466.61","1,491.60","1,593.80","1,684.47","1,757.27","1,864.33","1,906.56","1,978.01","2,049.87","1,991.27","2,100.18","2,226.05","2,214.96","2,334.04","2,352.92","2,432.78","2,476.91","2,424.44","2,588.38","2,647.34","2,718.14","2,825.63","3,007.55","3,211.92","3,447.44","3,675.82","3,820.48","3,673.30","3,778.88","3,928.27","4,032.58","4,142.24","4,452.58","4,823.39","5,146.02","5,557.93","5,807.49","5,963.45","5,399.40","6,219.40","6,769.15","7,133.19","7,417.65","7,702.76","8,017.82","8,348.33",2021
Hong Kong SAR,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,130.75","8,325.46","8,956.72","9,701.28","10,892.09","11,173.82","12,515.90","14,415.03","16,032.81","16,877.55","18,099.26","19,563.03","20,995.36","22,405.62","23,784.52","24,262.16","24,975.43","26,496.43","24,962.92","25,737.34","28,025.48","28,737.09","29,688.32","31,022.44","34,455.98","37,938.21","41,456.05","45,106.10","46,777.40","45,706.24","48,995.99","51,998.78","52,082.35","53,453.57","54,604.91","56,266.94","56,903.21","59,667.89","62,220.80","61,999.40","59,380.40","65,980.59","69,987.04","75,134.78","78,651.49","81,952.14","85,403.95","88,978.85",2021
Hungary,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,325.54","7,125.13","7,788.15","8,169.41","8,714.80","9,002.82","9,359.46","10,027.60","10,419.13","10,952.12","11,013.71","10,033.76","9,947.49","10,132.99","10,669.92","11,184.85","11,416.72","12,001.86","12,636.05","13,242.40","14,191.92","15,135.45","16,139.70","17,186.23","18,544.40","19,975.09","21,466.14","22,123.80","22,834.32","21,470.99","22,010.21","22,966.96","23,179.06","24,459.30","25,615.22","26,749.40","27,899.40","29,837.96","32,253.94","34,343.64","33,218.01","37,201.20","42,132.31","44,434.66","46,653.87","48,944.96","51,416.27","54,081.39",2021
Iceland,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,927.45","12,342.04","13,222.39","13,253.10","14,125.77","14,915.26","16,063.04","17,724.07","18,080.51","18,512.22","19,286.73","19,732.59","19,211.46","19,723.16","20,660.54","20,966.97","22,244.38","23,764.00","25,563.40","26,641.08","28,260.77","29,599.87","29,890.38","30,928.79","33,989.67","36,821.52","39,505.82","42,890.99","43,576.46","39,999.10","39,548.37","41,009.12","42,154.44","44,672.80","46,239.21","49,470.73","53,942.99","56,944.80","59,382.76","60,424.03","55,850.47","59,965.46","66,466.99","69,811.28","72,045.27","74,688.28","77,339.07","80,086.85",2018
India,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",532.041,603.174,647.45,705.288,741.444,787.088,822.81,857.659,952.714,"1,027.05","1,101.34","1,127.39","1,192.18","1,253.46","1,339.21","1,442.90","1,550.58","1,610.80","1,698.14","1,834.39","1,916.33","2,021.14","2,097.12","2,270.58","2,474.24","2,745.05","3,044.48","3,381.80","3,528.69","3,798.49","4,181.70","4,493.67","4,861.16","5,057.23","5,233.88","5,464.86","5,839.87","6,182.92","6,669.61","6,971.69","6,525.42","7,315.54","8,293.20","9,025.50","9,754.47","10,516.72","11,320.46","12,151.54",2013
Indonesia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,286.25","1,485.64","1,581.61","1,679.27","1,835.38","1,929.23","2,068.66","2,215.35","2,405.98","2,674.60","2,965.85","3,285.43","3,521.09","3,827.83","4,135.79","4,495.05","4,878.87","5,136.92","4,461.31","4,507.90","4,784.29","4,999.03","5,230.78","5,510.42","5,859.45","6,297.40","6,752.53","7,271.34","7,850.32","8,155.79","8,656.77","9,213.21","9,833.69","10,188.33","10,398.96","10,359.28","10,618.70","11,073.52","11,798.04","12,481.92","12,220.75","13,099.28","14,638.41","15,765.63","16,809.68","17,876.99","19,001.60","20,191.03",2021
Islamic Republic of Iran,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,750.75","5,713.02","7,190.85","7,988.83","7,397.36","7,481.53","6,626.64","6,616.01","6,278.21","6,758.10","7,772.85","8,840.04","9,204.68","9,149.85","9,053.82","9,328.70","9,956.77","10,107.19","10,290.49","10,530.39","11,218.47","11,551.21","12,471.78","13,476.37","14,220.64","14,906.51","15,881.63","17,385.60","17,582.98","17,646.78","18,649.49","19,282.63","17,040.70","16,238.32","16,106.08","14,327.84","15,281.92","15,805.79","15,689.67","15,295.30","15,811.85","17,082.86","18,663.23","19,528.42","20,144.87","20,732.15","21,345.73","21,984.39",2021
Iraq,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,265.09","9,603.56","9,811.86","10,423.33","10,650.44","11,472.70","11,646.19","12,217.10","13,075.22","14,843.03","15,414.28","14,027.48","10,493.95","9,597.27","10,916.39","11,400.59","11,967.72","9,951.46","10,877.83","12,408.39","13,020.28","13,277.91","13,456.63","13,671.98","13,943.87",2013
Ireland,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,390.32","8,190.61","8,733.85","8,947.96","9,500.21","9,960.42","10,202.31","10,817.27","11,586.07","12,793.20","14,310.39","14,952.36","15,712.18","16,366.52","17,643.08","19,656.60","21,687.05","24,177.24","26,314.07","29,164.77","32,161.57","34,095.76","36,043.05","37,249.77","40,064.24","42,650.76","44,867.88","47,173.01","45,200.04","42,875.53","43,918.72","45,040.58","46,335.18","47,773.36","51,031.95","68,918.00","71,290.91","78,002.33","85,607.10","90,696.95","96,618.95","113,267.77","131,034.14","139,844.18","147,149.47","153,018.71","159,163.57","165,603.81",2021
Israel,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,240.14","8,240.39","8,717.72","9,100.08","9,514.12","10,072.82","10,477.61","11,355.81","11,975.67","12,408.21","13,308.13","13,553.30","14,340.38","14,841.53","15,813.49","17,233.77","18,131.46","18,677.31","19,191.18","19,616.67","21,216.50","21,258.30","21,136.97","21,460.92","22,687.38","23,941.36","25,596.83","27,390.89","28,309.70","28,068.50","29,469.45","31,172.74","32,336.14","34,754.99","34,755.70","35,876.91","38,229.61","39,533.60","41,320.36","42,977.11","41,930.66","46,659.27","52,173.08","54,750.58","56,633.25","58,474.18","60,526.44","62,813.24",2021
Italy,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,895.76","11,973.71","12,723.27","13,334.62","14,231.60","15,060.23","15,777.15","16,664.22","17,942.20","19,238.70","20,338.13","21,309.84","21,941.87","22,255.40","23,193.64","24,314.38","25,073.34","25,957.80","26,712.10","27,526.58","29,208.86","30,429.87","30,964.90","31,513.06","32,577.19","33,621.26","35,131.23","36,478.43","36,513.86","34,561.91","35,415.86","36,250.62","36,143.03","36,288.53","36,460.73","37,175.64","40,230.67","42,111.53","43,610.34","44,702.88","41,279.12","46,164.56","51,061.79","52,825.32","54,681.39","56,320.83","58,024.20","59,611.00",2020
Jamaica,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,911.31","3,269.02","3,518.08","3,732.96","3,895.64","3,923.15","4,244.13","4,650.16","4,594.84","4,989.69","5,334.91","5,524.92","5,764.55","5,982.05","6,170.04","6,399.98","6,471.61","6,412.70","6,344.00","6,434.41","6,570.56","6,745.27","6,857.06","7,222.77","7,487.89","7,763.93","8,206.29","8,519.51","8,581.40","8,312.53","8,262.67","8,531.30","8,586.35","8,895.19","9,046.92","9,346.69","9,817.68","10,286.74","10,704.92","10,989.63","9,993.06","10,875.30","11,962.38","12,747.88","13,299.17","13,776.58","14,259.80","14,751.51",2019
Japan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,147.01","10,358.12","11,283.02","12,054.51","12,967.15","13,989.80","14,667.89","15,666.27","17,246.02","18,719.64","20,302.68","21,620.81","22,222.41","22,558.22","23,177.43","24,224.05","25,385.04","26,014.09","25,903.29","26,131.27","27,409.19","28,068.31","28,457.73","29,410.86","30,836.41","32,372.67","33,831.08","35,257.88","35,512.16","33,742.46","35,535.22","36,215.06","37,628.76","39,436.81","39,604.12","40,959.27","40,640.54","41,408.95","42,755.43","43,459.09","42,075.38","44,671.26","48,812.76","51,594.13","53,633.29","55,411.74","57,025.75","58,684.74",2015
Jordan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,513.28","4,278.78","4,597.27","4,595.29","4,823.07","4,721.07","4,885.33","4,951.53","5,032.45","4,441.57","4,439.26","4,457.95","4,883.05","4,880.87","4,988.81","5,210.53","5,178.71","5,362.12","5,491.67","5,626.51","5,893.25","6,203.43","6,614.10","6,858.38","7,414.78","8,024.25","8,666.67","9,207.46","9,574.61","9,625.62","9,461.33","9,402.62","9,189.19","9,322.30","9,181.05","9,464.68","9,445.92","10,003.45","10,252.43","10,496.26","10,353.98","10,951.66","11,974.86","12,722.20","13,367.75","14,039.70","14,728.99","15,433.72",2018
Kazakhstan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"7,052.11","6,612.61","6,315.30","5,965.90","6,182.50","6,519.15","6,567.99","6,865.02","7,727.25","8,976.74","9,999.42","11,082.19","12,369.71","13,862.45","15,636.77","17,292.61","17,737.81","17,819.35","19,070.57","20,634.01","21,878.29","24,325.78","24,545.57","23,057.07","23,653.80","24,699.30","25,985.05","27,289.97","26,550.96","28,414.12","30,827.31","32,947.04","34,773.37","36,257.07","37,549.28","38,928.44",2021
Kenya,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,116.51","1,226.48","1,320.10","1,345.86","1,369.79","1,423.46","1,505.22","1,574.95","1,671.31","1,756.55","1,845.85","1,874.21","1,839.49","1,826.66","1,858.90","1,924.91","1,985.66","1,975.62","1,998.24","2,006.02","2,002.76","2,073.14","2,061.17","2,102.97","2,197.70","2,331.25","2,477.89","2,643.03","2,626.40","2,658.21","2,839.17","2,977.17","3,107.00","3,405.90","3,698.16","4,072.47","4,352.51","4,649.98","4,912.03","5,134.15","5,066.72","5,547.73","6,121.95","6,514.73","6,864.65","7,221.72","7,599.89","8,001.79",2019
Kiribati,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",898.211,972.371,"1,026.76","1,023.72","1,068.57","1,032.08","1,038.54","1,041.11","1,145.05","1,124.38","1,126.37","1,145.48","1,169.83","1,195.00","1,226.42","1,234.21","1,252.02","1,277.84","1,357.55","1,329.30","1,415.87","1,403.32","1,456.81","1,489.23","1,476.73","1,566.93","1,579.88","1,618.04","1,578.13","1,566.61","1,537.19","1,569.26","1,655.06","1,729.28","1,718.41","1,880.35","1,863.20","1,866.98","1,983.06","1,977.49","1,959.75","2,035.41","2,164.86","2,256.68","2,327.83","2,386.22","2,442.80","2,500.47",2020
